/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/core
/home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/core
Successfully load weights from /home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/core/checkpoint-expert.pkl!
Generated 1000/30000 steps from the expert. Average episode reward: 138.449, success rate: 0.000
Generated 2000/30000 steps from the expert. Average episode reward: 143.269, success rate: 0.045
Generated 3000/30000 steps from the expert. Average episode reward: 141.685, success rate: 0.041
Generated 4000/30000 steps from the expert. Average episode reward: 144.705, success rate: 0.039
Generated 5000/30000 steps from the expert. Average episode reward: 144.930, success rate: 0.037
Generated 6000/30000 steps from the expert. Average episode reward: 144.143, success rate: 0.036
Generated 30000 steps from the expert. Average episode reward: 144.143, success rate: 0.036
Start training!
===== gail Training Iteration 0 =====:
  adv_mean: null
  discriminator_loss: 0.8069137044442005
  entropy: 2.708752259841332
  episode_reward: 8.960203122220829
  frame_per_second: 403
  gail_reward: 0.04343748212051697
  grad_norm: 2.552316334920052
  iteration: 0
  log_dir: /home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/gail
  policy_loss: -1.0031093845000634
  ratio: 1.0032918135325113
  success_rate: 0.0
  total_episodes: 7
  total_loss: -1.0031093886265388
  total_steps: 10000
  total_time: 24.76361870765686

Trainer is saved at </home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/gail/checkpoint-iter0.pkl>. Progress is saved at </home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/gail/progress.csv>.
===== gail Training Iteration 1 =====:
  adv_mean: null
  discriminator_loss: 0.17395606314142545
  entropy: 2.6849752829625055
  episode_reward: 9.312196373809126
  frame_per_second: 392
  gail_reward: 0.042858808831526686
  grad_norm: 1.7200139935200032
  iteration: 1
  log_dir: /home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/gail
  policy_loss: -0.9999275516241025
  ratio: 1.000014162522096
  success_rate: 0.0
  total_episodes: 20
  total_loss: -0.9999275526939294
  total_steps: 20000
  total_time: 50.940152168273926

===== gail Training Iteration 2 =====:
  adv_mean: null
  discriminator_loss: 0.11125125501018304
  entropy: 2.5873278086002056
  episode_reward: 9.718988597342944
  frame_per_second: 382
  gail_reward: 0.025978622251214126
  grad_norm: 1.4448060833490812
  iteration: 2
  log_dir: /home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/gail
  policy_loss: -1.002931796740263
  ratio: 1.0030614363841521
  success_rate: 0.0
  total_episodes: 33
  total_loss: -1.002931798879917
  total_steps: 30000
  total_time: 78.34759163856506

===== gail Training Iteration 3 =====:
  adv_mean: null
  discriminator_loss: 0.08293029657350137
  entropy: 2.485486652300908
  episode_reward: 9.660416381579758
  frame_per_second: 382
  gail_reward: 0.03373925973876164
  grad_norm: 1.8053303755246677
  iteration: 3
  log_dir: /home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/gail
  policy_loss: -1.0026507266056843
  ratio: 1.0028604596089095
  success_rate: 0.0
  total_episodes: 44
  total_loss: -1.0026507308849921
  total_steps: 40000
  total_time: 104.59274435043335

===== gail Training Iteration 4 =====:
  adv_mean: null
  discriminator_loss: 0.079998884560206
  entropy: 2.3638888548582027
  episode_reward: 9.523334745988146
  frame_per_second: 378
  gail_reward: 0.02155161208879107
  grad_norm: 2.024162865602053
  iteration: 4
  log_dir: /home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/gail
  policy_loss: -1.0034280838110508
  ratio: 1.0037461404617016
  success_rate: 0.0
  total_episodes: 57
  total_loss: -1.003428089618683
  total_steps: 50000
  total_time: 132.0619146823883

===== gail Training Iteration 5 =====:
  adv_mean: null
  discriminator_loss: 0.0701661258458327
  entropy: 2.267893860890315
  episode_reward: 10.200090996480261
  frame_per_second: 380
  gail_reward: 0.019703807228077682
  grad_norm: 3.3372347177603308
  iteration: 5
  log_dir: /home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/gail
  policy_loss: -1.001165981628956
  ratio: 1.001407562616544
  success_rate: 0.0
  total_episodes: 67
  total_loss: -1.001165983462945
  total_steps: 60000
  total_time: 157.83792209625244

===== gail Training Iteration 6 =====:
  adv_mean: null
  discriminator_loss: 0.0687863496872477
  entropy: 2.160323115495535
  episode_reward: 10.396692897847762
  frame_per_second: 379
  gail_reward: 0.00951307620972586
  grad_norm: 2.729869433549734
  iteration: 6
  log_dir: /home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/gail
  policy_loss: -0.9996936714037871
  ratio: 1.000265855819751
  success_rate: 0.0
  total_episodes: 78
  total_loss: -0.9996936776699163
  total_steps: 70000
  total_time: 184.28173780441284

===== gail Training Iteration 7 =====:
  adv_mean: null
  discriminator_loss: 0.06760320138090696
  entropy: 2.0780219157536823
  episode_reward: 11.172720131750753
  frame_per_second: 382
  gail_reward: 0.021034771834428492
  grad_norm: 2.1604007485585335
  iteration: 7
  log_dir: /home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/gail
  policy_loss: -1.0019333192935356
  ratio: 1.0020835000735062
  success_rate: 0.0
  total_episodes: 88
  total_loss: -1.0019333191407032
  total_steps: 80000
  total_time: 209.39240980148315

===== gail Training Iteration 8 =====:
  adv_mean: null
  discriminator_loss: 0.06687096350659162
  entropy: 1.9704824673823822
  episode_reward: 11.317181397200166
  frame_per_second: 380
  gail_reward: 0.016939683552258288
  grad_norm: 1.7974287185913478
  iteration: 8
  log_dir: /home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/gail
  policy_loss: -1.0020075174478384
  ratio: 1.002251498057292
  success_rate: 0.0
  total_episodes: 102
  total_loss: -1.0020075227969731
  total_steps: 90000
  total_time: 236.3262996673584

===== gail Training Iteration 9 =====:
  adv_mean: null
  discriminator_loss: 0.0661965642649776
  entropy: 1.9279463954460927
  episode_reward: 11.182181160377088
  frame_per_second: 381
  gail_reward: 0.023245808809327008
  grad_norm: 1.670705313101793
  iteration: 9
  log_dir: /home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/gail
  policy_loss: -0.9988389644867335
  ratio: 0.9991097428859809
  success_rate: 0.0
  total_episodes: 116
  total_loss: -0.9988389635697389
  total_steps: 100000
  total_time: 262.2170453071594

===== gail Training Iteration 10 =====:
  adv_mean: null
  discriminator_loss: 0.06523005075466175
  entropy: 1.9116135716438294
  episode_reward: 10.675149876707215
  frame_per_second: 380
  gail_reward: 0.0284454272988324
  grad_norm: 1.6347346749061193
  iteration: 10
  log_dir: /home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/gail
  policy_loss: -1.0002156630540506
  ratio: 1.0004936563662994
  success_rate: 0.0
  total_episodes: 131
  total_loss: -1.000215659538905
  total_steps: 110000
  total_time: 288.7933633327484

Trainer is saved at </home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/gail/checkpoint-iter10.pkl>. Progress is saved at </home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/gail/progress.csv>.
===== gail Training Iteration 11 =====:
  adv_mean: null
  discriminator_loss: 0.0677053023989384
  entropy: 1.8312329876117217
  episode_reward: 9.943923528601225
  frame_per_second: 379
  gail_reward: 0.015000359795223444
  grad_norm: 6.052383853227664
  iteration: 11
  log_dir: /home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/gail
  policy_loss: -1.0008556364438472
  ratio: 1.00100319981575
  success_rate: 0.0
  total_episodes: 151
  total_loss: -1.0008556437798035
  total_steps: 120000
  total_time: 315.82162952423096

===== gail Training Iteration 12 =====:
  adv_mean: null
  discriminator_loss: 0.05305688455223273
  entropy: 1.6864462299224658
  episode_reward: 9.169907869561282
  frame_per_second: 378
  gail_reward: 0.020086630187833156
  grad_norm: 2.350818681411254
  iteration: 12
  log_dir: /home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/gail
  policy_loss: -1.0008117053753292
  ratio: 1.001073708748206
  success_rate: 0.0
  total_episodes: 167
  total_loss: -1.0008117084319774
  total_steps: 130000
  total_time: 343.480970621109

===== gail Training Iteration 13 =====:
  adv_mean: null
  discriminator_loss: 0.047340584412599224
  entropy: 1.5343284451044523
  episode_reward: 8.836640348057376
  frame_per_second: 377
  gail_reward: 0.01171665157382496
  grad_norm: 2.9447275846432417
  iteration: 13
  log_dir: /home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/gail
  policy_loss: -1.0009899354898013
  ratio: 1.0011421970832042
  success_rate: 0.0
  total_episodes: 180
  total_loss: -1.0009899383936174
  total_steps: 140000
  total_time: 370.98536920547485

===== gail Training Iteration 14 =====:
  adv_mean: null
  discriminator_loss: 0.05476077553123618
  entropy: 1.4827591682091736
  episode_reward: 7.0795189478469664
  frame_per_second: 374
  gail_reward: 0.02509270917194394
  grad_norm: 2.1354484033126098
  iteration: 14
  log_dir: /home/felix/Documents/GitHub/cs269_assignment-2022fall/assignment3/MetaDrive-Tut-100Env-v0/gail
  policy_loss: -0.9990849959544646
